site_name,data_source,Baseline,DR-Program,DR-Event-Day,DR-StartTime,DR-EndTime,max_oat,kW_Max,kW_Ave,kW_Min,WBP%_Max,WBP%_Avg,WBP%_Min,W/ft2_Max,W/ft2_Avg,W/ft2_Min,source
"Chabot Space and Science Center, Building 1&2",field-testing,,,10/6/05,12:00,15:00,,24,2,,0.1,0.01,,0.28,0.03,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Chabot Space and Science Center, Building 1&2",field-testing,,,10/6/05,15:00,18:00,,36,23,,0.15,0.1,,0.42,0.27,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Chabot Space and Science Center, Building 1&2",field-testing,,,10/13/05,12:00,15:00,,20,-2,,0.08,-0.01,,0.23,-0.02,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Chabot Space and Science Center, Building 1&2",field-testing,,,10/13/05,15:00,18:00,,42,33,,0.19,0.13,,0.49,0.38,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Contra Costa County, 2530 Arnold",field-testing,,,9/22/05,12:00,15:00,,99,63,,0.24,0.15,,0.76,0.48,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Contra Costa County, 2530 Arnold",field-testing,,,9/22/05,15:00,18:00,,119,93,,0.28,0.24,,0.91,0.71,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Contra Costa County, 2530 Arnold",field-testing,,,9/29/05,12:00,15:00,,90,34,,0.21,0.08,,0.69,0.26,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Contra Costa County, 2530 Arnold",field-testing,,,9/29/05,15:00,18:00,,89,58,,0.21,0.14,,0.68,0.44,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Contra Costa County, 2530 Arnold",field-testing,,,10/6/05,12:00,15:00,,44,22,,0.11,0.06,,0.33,0.17,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Contra Costa County, 2530 Arnold",field-testing,,,10/6/05,15:00,18:00,,63,34,,0.17,0.09,,0.48,0.26,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Contra Costa County, 2530 Arnold",field-testing,,,10/13/05,12:00,15:00,,60,22,,0.15,0.06,,0.46,0.17,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Contra Costa County, 2530 Arnold",field-testing,,,10/13/05,15:00,18:00,,89,47,,0.22,0.13,,0.68,0.36,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Contra Costa County, 2530 Arnold",field-testing,,,10/25/05,12:00,15:00,,40,28,,0.12,0.08,,0.31,0.21,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Contra Costa County, 2530 Arnold",field-testing,,,10/25/05,15:00,18:00,,39,17,,0.12,0.06,,0.3,0.13,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Contra Costa County, 50 Douglas",field-testing,,,10/25/05,12:00,15:00,,75,41,,0.3,0.17,,0.83,0.46,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Contra Costa County, 50 Douglas",field-testing,,,10/25/05,15:00,18:00,,78,42,,0.32,0.2,,0.87,0.47,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Echelon, San Jose Headquarter",field-testing,,,9/22/05,12:00,15:00,,38,29,,0.12,0.1,,0.51,0.39,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Echelon, San Jose Headquarter",field-testing,,,9/22/05,15:00,18:00,,115,74,,0.35,0.23,,1.53,0.99,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Echelon, San Jose Headquarter",field-testing,,,9/29/05,12:00,15:00,,42,32,,0.12,0.09,,0.56,0.43,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Echelon, San Jose Headquarter",field-testing,,,9/29/05,15:00,18:00,,143,109,,0.37,0.28,,1.91,1.45,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Echelon, San Jose Headquarter",field-testing,,,10/6/05,12:00,15:00,,72,60,,0.2,0.17,,0.96,0.81,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Echelon, San Jose Headquarter",field-testing,,,10/6/05,15:00,18:00,,132,89,,0.37,0.26,,1.76,1.19,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Echelon, San Jose Headquarter",field-testing,,,10/13/05,12:00,15:00,,49,35,,0.15,0.11,,0.65,0.47,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Echelon, San Jose Headquarter",field-testing,,,10/13/05,15:00,18:00,,117,83,,0.17,0.24,,1.56,1.1,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Echelon, San Jose Headquarter",field-testing,,,10/25/05,12:00,15:00,,45,33,,0.16,0.11,,0.6,0.43,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Echelon, San Jose Headquarter",field-testing,,,10/25/05,15:00,18:00,,84,60,,0.28,0.21,,1.11,0.8,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 342 Lake",field-testing,,,9/22/05,12:00,15:00,,94,72,,0.33,0.25,,2.93,2.25,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 342 Lake",field-testing,,,9/22/05,15:00,18:00,,56,42,,0.21,0.16,,1.76,1.31,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 342 Lake",field-testing,,,9/29/05,12:00,15:00,,73,45,,0.19,0.13,,2.3,1.39,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 342 Lake",field-testing,,,9/29/05,15:00,18:00,,75,55,,0.2,0.15,,2.36,1.72,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 342 Lake",field-testing,,,10/6/05,12:00,15:00,,45,24,,0.16,0.09,,1.4,0.75,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 342 Lake",field-testing,,,10/6/05,15:00,18:00,,32,21,,0.12,0.08,,0.98,0.65,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 342 Lake",field-testing,,,10/13/05,12:00,15:00,,55,32,,0.11,0.11,,1.72,1.01,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 342 Lake",field-testing,,,10/13/05,15:00,18:00,,55,34,,0.17,0.1,,1.73,1.06,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 342 Lake",field-testing,,,10/25/05,12:00,15:00,,80,60,,0.3,0.22,,2.51,1.89,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 342 Lake",field-testing,,,10/25/05,15:00,18:00,,70,53,,0.26,0.2,,2.2,1.64,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 357 Lake",field-testing,,,9/29/05,12:00,15:00,,94,48,,0.16,0.09,,2.95,1.5,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 357 Lake",field-testing,,,9/29/05,15:00,18:00,,150,62,,0.25,0.11,,4.68,1.95,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 357 Lake",field-testing,,,10/13/05,12:00,15:00,,24,12,,0.07,0.04,,0.72,0.37,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 357 Lake",field-testing,,,10/13/05,15:00,18:00,,119,68,,0.17,0.17,,3.6,2.07,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 357 Lake",field-testing,,,10/25/05,12:00,15:00,,145,66,,0.35,0.16,,4.38,2,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Gilead Science, 357 Lake",field-testing,,,10/25/05,15:00,18:00,,-11,-40,,-0.03,-0.11,,-0.34,-1.2,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"IKEA, East Palo Alto Store",field-testing,,,10/13/05,12:00,15:00,,296,253,,0.16,0.13,,0.99,0.84,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"IKEA, East Palo Alto Store",field-testing,,,10/13/05,15:00,18:00,,321,268,,0.17,0.14,,1.07,0.89,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"IKEA, East Palo Alto Store",field-testing,,,10/25/05,12:00,15:00,,223,204,,0.12,0.12,,0.74,0.68,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"IKEA, East Palo Alto Store",field-testing,,,10/25/05,15:00,18:00,,207,169,,0.12,0.1,,0.69,0.56,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Target, Hayward Store",field-testing,,,9/22/05,12:00,15:00,,18,7,,0.06,0.02,,0.14,0.05,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Target, Hayward Store",field-testing,,,9/22/05,15:00,18:00,,52,35,,0.17,0.11,,0.4,0.27,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Target, Hayward Store",field-testing,,,9/29/05,12:00,15:00,,53,14,,0.15,0.04,,0.41,0.11,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Target, Hayward Store",field-testing,,,9/29/05,15:00,18:00,,44,33,,0.12,0.09,,0.34,0.25,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Target, Hayward Store",field-testing,,,10/6/05,12:00,15:00,,60,22,,0.18,0.07,,0.46,0.17,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Target, Hayward Store",field-testing,,,10/6/05,15:00,18:00,,39,24,,0.13,0.08,,0.3,0.19,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Target, Hayward Store",field-testing,,,10/13/05,12:00,15:00,,20,12,,0.07,0.04,,0.16,0.09,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Target, Hayward Store",field-testing,,,10/13/05,15:00,18:00,,64,55,,0.19,0.17,,0.49,0.43,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"Target, Hayward Store",field-testing,,,10/25/05,12:00,15:00,,33,15,,0.12,0.05,,0.25,0.11,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
"United States Postal Service, San Jose Process and Distribution Center",field-testing,,,10/25/05,15:00,18:00,,49,16,,0.18,0.06,,0.38,0.12,,"Piette, M. A., D. Watson, N. Motegi, S. Kiliccote, and P. Xu. 2006. Automated Critical Peak Pricing Field Tests: Program Description and Results."
Alameda County Water,field-testing,,,6/23/06,12:00,15:00,,,77,,,0.27,,,1.51,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,6/23/06,15:00,18:00,,,95,,,0.33,,,1.85,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,6/23/06,12:00,18:00,,,86,,,0.3,,,1.67,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,6/26/06,12:00,15:00,,,78,,,0.28,,,1.53,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,6/26/06,15:00,18:00,,,91,,,0.32,,,1.78,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,6/26/06,12:00,18:00,,,85,,,0.3,,,1.66,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,7/17/06,12:00,15:00,,,58,,,0.19,,,1.14,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,7/17/06,15:00,18:00,,,95,,,0.28,,,1.85,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,7/17/06,12:00,18:00,,,77,,,0.24,,,1.5,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,7/18/06,12:00,15:00,,,58,,,0.19,,,1.12,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,7/18/06,15:00,18:00,,,79,,,0.24,,,1.54,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,7/18/06,12:00,18:00,,,68,,,0.22,,,1.33,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,7/24/06,12:00,15:00,,,87,,,0.24,,,1.7,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,7/24/06,15:00,18:00,,,133,,,0.33,,,2.6,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,7/24/06,12:00,18:00,,,110,,,0.29,,,2.15,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,6/21/06,12:00,18:00,,,83,,,0.26,,,1.62,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,6/22/06,12:00,18:00,,,112,,,0.3,,,2.19,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,7/20/06,12:00,18:00,,,63,,,0.21,,,1.23,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,7/21/06,12:00,18:00,,,74,,,0.23,,,1.45,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,7/25/06,12:00,18:00,,,93,,,0.27,,,1.82,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
Alameda County Water,field-testing,,,7/26/06,12:00,18:00,,,101,,,0.33,,,1.97,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
"Bank of America, Concord Technology Center",field-testing,,,6/23/06,12:00,15:00,,,337,,,0.07,,,0.38,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
"Bank of America, Concord Technology Center",field-testing,,,6/23/06,15:00,18:00,,,388,,,0.12,,,0.59,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
"Bank of America, Concord Technology Center",field-testing,,,6/23/06,12:00,18:00,,,363,,,0.07,,,0.55,,"Piette, M A, D Watson, N Motegi, S Kiliccote, Mary Ann Piette, David Watson, Naoya Motegi, and Sila Kiliccote. 2007. Automated Critical Peak Pricing Field Tests: 2006 Pilot Program Description and Results."
